755440952,0.209756098,0.166666667,0.376623377,0.023809524,1.073293648
614494832,0.029268293,0.574074074,0.051948052,0.119047619,0.626041655
17609133,0.253658537,0.12962963,0.038961039,0.047619048,0.537137315
231104808,0.014634146,0.009259259,0.012987013,0.30952381,0.461032436
2934741839,0.019512195,0.018518519,0.025974026,0.238095238,0.405049155
765565555,0.092682927,0,0.064935065,0,0.252659554
2156112868,0.009756098,0.009259259,0.103896104,0,0.225373193
562202944,0.043902439,0,0.064935065,0,0.192870331
1539834830,0.009756098,0.009259259,0.012987013,0.095238095,0.184367352
221144264,0.014634146,0,0.051948052,0,0.133952397
615437756,0.019512195,0,0.038961039,0,0.116886919
2533036867,0,0,0,0.047619048,0.08399051
580828900,0,0,0,0.047619048,0.08399051
44676028,0.043902439,0,0,0,0.07764833
2331310884,0,0,0.012987013,0.023809524,0.07695867
741107407,0.004878049,0,0.025974026,0,0.075905752
2155917942,0.004878049,0,0.025974026,0,0.075905752
1627178346,0,0.009259259,0.025974026,0,0.075148948
54601342,0.019512195,0,0.012987013,0,0.070798119
3195658448,0.004878049,0,0,0.023809524,0.059893192
302187890,0.029268293,0,0,0,0.059711563
714151735,0.029268293,0,0,0,0.059711563
1321162111,0.009756098,0.037037037,0,0,0.056684345
578479816,0,0,0,0.023809524,0.05391427
113801791,0.024390244,0,0,0,0.053732641
48856208,0.004878049,0,0.012987013,0,0.052861352
38129054,0.019512195,0,0,0,0.047753719
220383932,0.019512195,0,0,0,0.047753719
2586591252,0,0,0.012987013,0,0.04688243
313699878,0,0,0.012987013,0,0.04688243
821778409,0,0,0.012987013,0,0.04688243
261163305,0.014634146,0,0,0,0.041774797
15472829,0.014634146,0,0,0,0.041774797
52448792,0.009756098,0.009259259,0,0,0.041017992
764069791,0.009756098,0,0,0,0.035795874
522361888,0.009756098,0,0,0,0.035795874
27774139,0,0.018518519,0,0,0.034282265
360832051,0.004878049,0,0,0,0.029816952
584865647,0.004878049,0,0,0,0.029816952
3279897956,0,0.009259259,0,0,0.029060147
175096225,0,0,0,0,0.02383803
907812002,0,0,0,0,0.02383803
75844700,0,0,0,0,0.02383803
606636025,0,0,0,0,0.02383803
980440454,0,0,0,0,0.02383803
251524178,0,0,0,0,0.02383803
809445366,0,0,0,0,0.02383803
366210957,0,0,0,0,0.02383803
571101071,0,0,0,0,0.02383803
328074192,0,0,0,0,0.02383803
64802080,0,0,0,0,0.02383803
350905102,0,0,0,0,0.02383803
165173270,0,0,0,0,0.02383803
295150956,0,0,0,0,0.02383803
476845869,0,0,0,0,0.02383803
764771670,0,0,0,0,0.02383803
20070362,0,0,0,0,0.02383803
750650780,0,0,0,0,0.02383803
17628209,0,0,0,0,0.02383803
714156444,0,0,0,0,0.02383803
60591354,0,0,0,0,0.02383803
386191219,0,0,0,0,0.02383803
918087224,0,0,0,0,0.02383803
756583220,0,0,0,0,0.02383803
466667859,0,0,0,0,0.02383803
360803083,0,0,0,0,0.02383803
466704275,0,0,0,0,0.02383803
542963835,0,0,0,0,0.02383803
527930726,0,0,0,0,0.02383803
79851689,0,0,0,0,0.02383803
545992656,0,0,0,0,0.02383803
52725415,0,0,0,0,0.02383803
2419280466,0,0,0,0,0.02383803
451699484,0,0,0,0,0.02383803
60789039,0,0,0,0,0.02383803
457485320,0,0,0,0,0.02383803
3014847228,0,0,0,0,0.02383803
572053653,0,0,0,0,0.02383803
580225939,0,0,0,0,0.02383803
270493754,0,0,0,0,0.02383803
2915020776,0,0,0,0,0.02383803
203154116,0,0,0,0,0.02383803
611598178,0,0,0,0,0.02383803
313382769,0,0,0,0,0.02383803
205415273,0,0,0,0,0.02383803
26550099,0,0,0,0,0.02383803
567377882,0,0,0,0,0.02383803
166527496,0,0,0,0,0.02383803
288884657,0,0,0,0,0.02383803
556187979,0,0,0,0,0.02383803
1554370358,0,0,0,0,0.02383803
505060909,0,0,0,0,0.02383803
407265803,0,0,0,0,0.02383803
179781861,0,0,0,0,0.02383803
568277980,0,0,0,0,0.02383803
410550047,0,0,0,0,0.02383803
218205140,0,0,0,0,0.02383803
318289793,0,0,0,0,0.02383803
316019291,0,0,0,0,0.02383803
604622586,0,0,0,0,0.02383803
450860627,0,0,0,0,0.02383803
560681441,0,0,0,0,0.02383803
108689378,0,0,0,0,0.02383803
840356136,0,0,0,0,0.02383803
580454283,0,0,0,0,0.02383803
397248283,0,0,0,0,0.02383803
840427927,0,0,0,0,0.02383803
566312210,0,0,0,0,0.02383803
479826727,0,0,0,0,0.02383803
446616141,0,0,0,0,0.02383803
245842496,0,0,0,0,0.02383803
710437069,0,0,0,0,0.02383803
219354823,0,0,0,0,0.02383803
434049839,0,0,0,0,0.02383803
707049169,0,0,0,0,0.02383803
484188665,0,0,0,0,0.02383803
81846722,0,0,0,0,0.02383803
303325086,0,0,0,0,0.02383803
246967385,0,0,0,0,0.02383803
95450597,0,0,0,0,0.02383803
884845357,0,0,0,0,0.02383803
18306034,0,0,0,0,0.02383803
434117724,0,0,0,0,0.02383803
241688122,0,0,0,0,0.02383803
20251487,0,0,0,0,0.02383803
939541124,0,0,0,0,0.02383803
928453333,0,0,0,0,0.02383803
104533405,0,0,0,0,0.02383803
358155987,0,0,0,0,0.02383803
592960880,0,0,0,0,0.02383803
542771896,0,0,0,0,0.02383803
557341992,0,0,0,0,0.02383803
798048078,0,0,0,0,0.02383803
488488009,0,0,0,0,0.02383803
169469371,0,0,0,0,0.02383803
510029203,0,0,0,0,0.02383803
225829948,0,0,0,0,0.02383803
185299400,0,0,0,0,0.02383803
350334376,0,0,0,0,0.02383803
111375382,0,0,0,0,0.02383803
566223449,0,0,0,0,0.02383803
30263998,0,0,0,0,0.02383803
573875664,0,0,0,0,0.02383803
281583865,0,0,0,0,0.02383803
36489162,0,0,0,0,0.02383803
490785790,0,0,0,0,0.02383803
476463145,0,0,0,0,0.02383803
163969946,0,0,0,0,0.02383803
